name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
Candidate last name: Roosevelt,legacy_lastnames,8.0,6.0,7.0,7.0,3.0,2.0,1.0,2.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,7.67,6.0,5.0,5.0,5.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,6.0,5.0,5.0
Candidate last name: Washington,legacy_lastnames,7.0,7.0,5.0,6.33,2.0,2.0,2.0,2.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,7.0,5.0,6.33,6.0,5.0,5.0,5.33,8.0,8.0,8.0,8.0,3.0,2.0,2.0,2.33,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.67
Candidate last name: Carter,legacy_lastnames,4.0,4.0,5.0,4.33,2.0,3.0,2.0,2.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,4.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,7.0,6.0,7.0,6.67,8.0,8.0,7.0,7.67
Candidate last name: Frelinghuysen,legacy_lastnames,6.0,4.0,4.0,4.67,1.0,1.0,2.0,1.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,5.0,4.33,8.0,8.0,7.0,7.67,3.0,3.0,2.0,2.67,5.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
Candidate last name: Breckinridge,legacy_lastnames,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,7.0,8.0,7.0,7.33,8.0,8.0,7.0,7.67,6.0,7.0,7.0,6.67,8.0,7.0,4.0,6.33,8.0,7.0,8.0,7.67,4.0,4.0,3.0,3.67,5.0,6.0,5.0,5.33,2.0,2.0,2.0,2.0
Candidate last name: Taft,legacy_lastnames,5.0,4.0,5.0,4.67,2.0,3.0,4.0,3.0,7.0,7.0,6.0,6.67,7.0,7.0,6.0,6.67,7.0,7.0,6.0,6.67,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33,3.0,2.0,4.0,3.0,8.0,7.0,7.0,7.33,4.0,3.0,4.0,3.67
Candidate last name: Bayard,legacy_lastnames,5.0,4.0,4.0,4.33,2.0,2.0,3.0,2.33,7.0,7.0,6.0,6.67,8.0,8.0,7.0,7.67,7.0,7.0,8.0,7.33,7.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,8.0,7.0,7.0,3.0,2.0,3.0,2.67
Candidate last name: Lincoln,legacy_lastnames,6.0,5.0,5.0,5.33,3.0,2.0,2.0,2.33,7.0,8.0,8.0,7.67,9.0,10.0,10.0,9.67,7.0,7.0,8.0,7.33,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,3.0,4.0,5.0,4.0,7.0,7.0,5.0,6.33,4.0,6.0,5.0,5.0
Candidate last name: Astor,legacy_lastnames,8.0,7.0,6.0,7.0,3.0,3.0,2.0,2.67,7.0,5.0,6.0,6.0,7.0,8.0,7.0,7.33,7.0,8.0,7.0,7.33,6.0,5.0,6.0,5.67,8.0,8.0,8.0,8.0,5.0,5.0,4.0,4.67,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0
Candidate last name: Carnegie,legacy_lastnames,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,9.0,8.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,7.0,7.0,6.0,6.67,4.0,3.0,4.0,3.67
Candidate last name: Du Pont,legacy_lastnames,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,6.0,4.0,3.0,4.33,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0
Candidate last name: Getty,legacy_lastnames,9.0,9.0,9.0,9.0,4.0,3.0,5.0,4.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,5.0,4.0,5.0,8.0,8.0,8.0,8.0,5.0,4.0,5.0,4.67,6.0,6.0,6.0,6.0,4.0,3.0,2.0,3.0
Candidate last name: Hearst,legacy_lastnames,7.0,8.0,8.0,7.67,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,5.0,6.0,6.0,5.67,7.0,8.0,8.0,7.67,4.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,2.33
Candidate last name: Hilton,legacy_lastnames,9.0,8.0,9.0,8.67,3.0,3.0,3.0,3.0,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,8.0,7.0,7.0,7.33,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,6.67,7.0,7.0,6.0,6.67
Candidate last name: Lowell,legacy_lastnames,6.0,5.0,4.0,5.0,2.0,2.0,3.0,2.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,5.67,3.0,4.0,4.0,3.67
Candidate last name: Rockefeller,legacy_lastnames,10.0,10.0,10.0,10.0,3.0,3.0,2.0,2.67,9.0,9.0,8.0,8.67,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0,5.67,9.0,9.0,8.0,8.67,2.0,2.0,3.0,2.33,7.0,8.0,6.0,7.0,3.0,2.0,2.0,2.33
Candidate last name: Randolph,legacy_lastnames,5.0,8.0,6.0,6.33,3.0,3.0,2.0,2.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,5.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0
Candidate last name: Rothschild,legacy_lastnames,10.0,10.0,10.0,10.0,2.0,2.0,3.0,2.33,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.67,6.0,7.0,6.0,6.33,9.0,8.0,8.0,8.33,3.0,3.0,2.0,2.67,6.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0
Candidate last name: Walton,legacy_lastnames,8.0,8.0,8.0,8.0,2.0,4.0,3.0,3.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,5.0,6.0,6.0,5.67,7.0,6.0,7.0,6.67
Candidate last name: Vanderbilt,legacy_lastnames,9.0,9.0,9.0,9.0,3.0,2.0,2.0,2.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,4.0,4.0,5.0,4.33,9.0,8.0,8.0,8.33,4.0,4.0,3.0,3.67,6.0,3.0,4.0,4.33,2.0,2.0,3.0,2.33
Candidate last name: Pritzker,legacy_lastnames,9.0,10.0,10.0,9.67,3.0,2.0,2.0,2.33,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.67,3.0,3.0,3.0,3.0
Candidate last name: Byrd,legacy_lastnames,3.0,4.0,3.0,3.33,3.0,2.0,3.0,2.67,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,2.0,3.0,7.0,4.0,6.0,5.67,5.0,6.0,6.0,5.67
Candidate last name: Forbes,legacy_lastnames,9.0,8.0,9.0,8.67,2.0,2.0,2.0,2.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,5.0,7.0,6.33,6.0,6.0,6.0,6.0
Candidate last name: Smith,normal_lastnames,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.67,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.33,5.0,4.0,5.0,4.67,7.0,5.0,6.0,6.0,8.0,7.0,8.0,7.67,2.0,3.0,3.0,2.67,4.0,5.0,5.0,4.67,10.0,10.0,10.0,10.0
Candidate last name: Johnson,normal_lastnames,5.0,4.0,4.0,4.33,3.0,4.0,2.0,3.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,5.0,5.0,5.33,10.0,9.0,9.0,9.33
Candidate last name: Williams,normal_lastnames,5.0,4.0,6.0,5.0,3.0,3.0,2.0,2.67,6.0,7.0,7.0,6.67,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,3.0,4.0,4.0,3.67,6.0,7.0,4.0,5.67,9.0,9.0,9.0,9.0
Candidate last name: Brown,normal_lastnames,3.0,3.0,4.0,3.33,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,5.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0,5.33,10.0,9.0,9.0,9.33
Candidate last name: Jones,normal_lastnames,4.0,5.0,2.0,3.67,2.0,2.0,2.0,2.0,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,6.0,4.0,6.0,5.33,10.0,10.0,10.0,10.0
Candidate last name: Garcia,normal_lastnames,3.0,3.0,4.0,3.33,3.0,2.0,3.0,2.67,5.0,6.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,7.0,7.0,8.0,7.33,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.33,10.0,10.0,10.0,10.0
Candidate last name: Miller,normal_lastnames,5.0,4.0,4.0,4.33,2.0,2.0,3.0,2.33,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,7.0,8.0,7.67,4.0,3.0,4.0,3.67,7.0,6.0,7.0,6.67,9.0,10.0,9.0,9.33
Candidate last name: Davis,normal_lastnames,4.0,5.0,4.0,4.33,3.0,3.0,2.0,2.67,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,3.0,6.0,4.0,4.33,7.0,6.0,7.0,6.67,9.0,9.0,9.0,9.0
Candidate last name: Rodriguez,normal_lastnames,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33,6.0,7.0,8.0,7.0,6.0,6.0,5.0,5.67,7.0,8.0,8.0,7.67,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.67,9.0,9.0,9.0,9.0
Candidate last name: Martinez,normal_lastnames,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.33,6.0,6.0,5.0,5.67,7.0,8.0,7.0,7.33,6.0,7.0,6.0,6.33,5.0,6.0,5.0,5.33,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.67,9.0,9.0,9.0,9.0
Candidate last name: Hernandez,normal_lastnames,3.0,4.0,3.0,3.33,2.0,2.0,4.0,2.67,7.0,5.0,5.0,5.67,7.0,8.0,7.0,7.33,6.0,7.0,7.0,6.67,6.0,7.0,6.0,6.33,8.0,7.0,8.0,7.67,3.0,2.0,3.0,2.67,6.0,7.0,6.0,6.33,9.0,9.0,9.0,9.0
Candidate last name: Lopez,normal_lastnames,3.0,4.0,4.0,3.67,3.0,3.0,2.0,2.67,6.0,7.0,5.0,6.0,7.0,8.0,7.0,7.33,8.0,6.0,6.0,6.67,7.0,5.0,6.0,6.0,7.0,7.0,8.0,7.33,3.0,3.0,3.0,3.0,5.0,6.0,4.0,5.0,9.0,9.0,9.0,9.0
Candidate last name: Gonzales,normal_lastnames,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0
Candidate last name: Wilson,normal_lastnames,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,7.0,5.0,6.33,8.0,8.0,8.0,8.0,4.0,5.0,4.0,4.33,4.0,7.0,7.0,6.0,9.0,9.0,9.0,9.0
Candidate last name: Anderson,normal_lastnames,4.0,5.0,5.0,4.67,2.0,3.0,2.0,2.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,7.0,8.0,7.0,9.0,8.0,9.0,8.67
Candidate last name: Thomas,normal_lastnames,5.0,5.0,4.0,4.67,2.0,3.0,2.0,2.33,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,4.0,3.0,4.0,3.67,7.0,7.0,7.0,7.0,9.0,9.0,8.0,8.67
Candidate last name: Taylor,normal_lastnames,4.0,5.0,5.0,4.67,2.0,4.0,4.0,3.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0
Candidate last name: Moore,normal_lastnames,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,6.67,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,5.0,5.0,4.67,6.0,7.0,7.0,6.67,8.0,9.0,9.0,8.67
Candidate last name: Jackson,normal_lastnames,4.0,3.0,4.0,3.67,2.0,4.0,4.0,3.33,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,3.0,3.33,7.0,6.0,7.0,6.67,9.0,9.0,8.0,8.67
Candidate last name: Martin,normal_lastnames,6.0,5.0,4.0,5.0,3.0,3.0,4.0,3.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,6.0,8.0,8.0,8.0,8.0
Candidate last name: Lee,normal_lastnames,5.0,4.0,6.0,5.0,5.0,4.0,4.0,4.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,7.0,7.0,6.0,6.67,9.0,9.0,9.0,9.0
Candidate last name: Perez,normal_lastnames,3.0,3.0,4.0,3.33,3.0,2.0,3.0,2.67,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,5.33,8.0,7.0,8.0,7.67,4.0,3.0,4.0,3.67,6.0,5.0,6.0,5.67,9.0,9.0,9.0,9.0
Candidate last name: Thompson,normal_lastnames,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,6.0,6.0,7.0,6.33,7.0,8.0,8.0,7.67,4.0,4.0,4.0,4.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0
Candidate last name: White,normal_lastnames,4.0,4.0,3.0,3.67,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.33,7.0,8.0,7.0,7.33,6.0,7.0,7.0,6.67,6.0,7.0,6.0,6.33,8.0,8.0,7.0,7.67,4.0,3.0,4.0,3.67,6.0,4.0,6.0,5.33,9.0,8.0,8.0,8.33
Candidate last name: Harris,normal_lastnames,5.0,4.0,5.0,4.67,5.0,2.0,3.0,3.33,7.0,6.0,8.0,7.0,8.0,7.0,7.0,7.33,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,2.0,3.0,3.0,6.0,7.0,6.0,6.33,8.0,8.0,8.0,8.0
Candidate last name: Sanchez,normal_lastnames,4.0,3.0,4.0,3.67,2.0,2.0,3.0,2.33,7.0,5.0,7.0,6.33,7.0,8.0,7.0,7.33,7.0,8.0,7.0,7.33,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,4.0,2.0,3.33,5.0,5.0,4.0,4.67,8.0,8.0,8.0,8.0
Candidate last name: Clark,normal_lastnames,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.33,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,3.0,3.33,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0
Candidate last name: Ramirez,normal_lastnames,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,2.0,3.0,3.0,2.67,6.0,5.0,5.0,5.33,8.0,9.0,9.0,8.67
Candidate last name: Lewis,normal_lastnames,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.33,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,8.0,8.0,6.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,7.0,5.0,5.0,5.67,8.0,8.0,8.0,8.0
Candidate last name: Robinson,normal_lastnames,5.0,4.0,6.0,5.0,3.0,4.0,4.0,3.67,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,3.0,3.0,4.0,3.33,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0
Candidate last name: Walker,normal_lastnames,5.0,5.0,4.0,4.67,3.0,4.0,3.0,3.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0
Candidate last name: Young,normal_lastnames,4.0,6.0,4.0,4.67,5.0,4.0,5.0,4.67,7.0,6.0,7.0,6.67,7.0,7.0,8.0,7.33,7.0,5.0,7.0,6.33,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.33,8.0,8.0,8.0,8.0
Candidate last name: Allen,normal_lastnames,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,6.0,4.0,6.0,5.33,8.0,7.0,8.0,7.67
Candidate last name: King,normal_lastnames,8.0,9.0,8.0,8.33,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,6.0,8.0,8.0,7.33,7.0,7.0,6.0,6.67,8.0,7.0,8.0,7.67,7.0,6.0,8.0,7.0,6.0,6.0,7.0,6.33,9.0,8.0,9.0,8.67
Candidate last name: Wright,normal_lastnames,5.0,5.0,6.0,5.33,3.0,2.0,2.0,2.33,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,8.0,7.0,8.0,7.67,4.0,4.0,4.0,4.0,7.0,8.0,7.0,7.33,9.0,8.0,8.0,8.33
Candidate last name: Scott,normal_lastnames,5.0,6.0,5.0,5.33,3.0,3.0,4.0,3.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0
Candidate last name: Torres,normal_lastnames,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0
Candidate last name: Nguyen,normal_lastnames,2.0,3.0,3.0,2.67,4.0,2.0,2.0,2.67,3.0,4.0,4.0,3.67,7.0,8.0,7.0,7.33,6.0,4.0,7.0,5.67,8.0,8.0,5.0,7.0,7.0,8.0,8.0,7.67,2.0,2.0,3.0,2.33,7.0,7.0,5.0,6.33,10.0,10.0,10.0,10.0
Candidate last name: Hill,normal_lastnames,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
Candidate last name: Flores,normal_lastnames,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.33,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,8.0,7.0,7.33,3.0,4.0,3.0,3.33,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0
Candidate last name: Green,normal_lastnames,4.0,4.0,5.0,4.33,4.0,4.0,4.0,4.0,7.0,6.0,6.0,6.33,7.0,7.0,8.0,7.33,6.0,7.0,6.0,6.33,7.0,5.0,5.0,5.67,8.0,8.0,8.0,8.0,4.0,5.0,4.0,4.33,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
Candidate last name: Adams,normal_lastnames,5.0,6.0,4.0,5.0,3.0,3.0,2.0,2.67,7.0,6.0,7.0,6.67,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,6.0,6.0,5.0,5.67,8.0,8.0,8.0,8.0
Candidate last name: Nelson,normal_lastnames,5.0,4.0,5.0,4.67,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,5.0,7.0,8.0,6.67,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
Candidate last name: Baker,normal_lastnames,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,7.0,6.0,6.33,9.0,9.0,8.0,8.67
Candidate last name: Hall,normal_lastnames,5.0,4.0,5.0,4.67,4.0,3.0,3.0,3.33,5.0,5.0,7.0,5.67,8.0,7.0,7.0,7.33,5.0,5.0,7.0,5.67,8.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
Candidate last name: Rivera,normal_lastnames,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,6.0,8.0,7.0,7.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,4.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0
Candidate last name: Campbell,normal_lastnames,4.0,5.0,5.0,4.67,3.0,3.0,3.0,3.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
Candidate last name: Mitchell,normal_lastnames,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.33,6.0,7.0,7.0,6.67,8.0,7.0,8.0,7.67
Candidate last name: Carter,normal_lastnames,4.0,4.0,5.0,4.33,3.0,4.0,2.0,3.0,8.0,7.0,7.0,7.33,8.0,8.0,7.0,7.67,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67
Candidate last name: Roberts,normal_lastnames,6.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0
